Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CVEO,Civeo Corporation,1.3,$140.27M,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cveo
CIVI,"Civitas Solutions, Inc.",18.32,$679.71M,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi
CLC,CLARCOR Inc.,59.4,$2.88B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/clc
CWEI,"Clayton Williams Energy, Inc.",17.21,$209.44M,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cwei
CLH,"Clean Harbors, Inc.",49.4,$2.85B,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh
CCO,"Clear Channel Outdoor Holdings, Inc.",4.75,$1.72B,2005,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco
CBA           ,ClearBridge American Energy MLP Fund Inc.,7.5,$437.17M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cba
CEM,ClearBridge Energy MLP Fund Inc.,14.25,$986.18M,2010,n/a,n/a,http://www.nasdaq.com/symbol/cem
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,11.96,$369.81M,2011,n/a,n/a,http://www.nasdaq.com/symbol/emo
CTR,ClearBridge Energy MLP Total Return Fund Inc.,11.05,$423.27M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,53.26,$929.24M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/clw
CLF,Cliffs Natural Resources Inc.,4.71,$848.33M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clf
CLX,Clorox Company (The),126.56,$16.38B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx
CLD,Cloud Peak Energy Inc,2.18,$133.35M,2009,Energy,Coal Mining,http://www.nasdaq.com/symbol/cld
MYCC,"ClubCorp Holdings, Inc.",13.36,$875.61M,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mycc
CMS,CMS Energy Corporation,41.79,$11.62B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,101.0001,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^b
CNA,CNA Financial Corporation,32.3,$8.73B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna
CNHI,CNH Industrial N.V.,7.29,$9.93B,2013,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",18.75,$3.37B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno
CEO,CNOOC Limited,127.75,$1.32B,2001,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ceo
CNXC,CNX Coal Resources LP,7.98,$185.31M,2015,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnxc
COH,"Coach, Inc.",40.07,$11.13B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh
CIE,"Cobalt International Energy, Inc.",3.27,$1.36B,2009,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cie
KOF,Coca Cola Femsa S.A.B. de C.V.,86.47,$17.92B,1993,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),46.6,$201.75B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko
CCE,"Coca-Cola Enterprises, Inc.",53.78,$12.23B,1986,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cce
CDE,"Coeur Mining, Inc.",7.38,$1.13B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cde
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",11.09,$301.75M,2006,n/a,n/a,http://www.nasdaq.com/symbol/fof
INB,"Cohen & Steers Global Income Builder, Inc.",8.86,$204.07M,2007,n/a,n/a,http://www.nasdaq.com/symbol/inb
UTF,"Cohen & Steers Infrastructure Fund, Inc",20.05,$1.72B,2004,n/a,n/a,http://www.nasdaq.com/symbol/utf
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",23.15,$667.43M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ldp
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",8.87,$238.2M,2013,n/a,n/a,http://www.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc,12.4,$1.36B,2002,n/a,n/a,http://www.nasdaq.com/symbol/rqi
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,18.99,$907.15M,2003,n/a,n/a,http://www.nasdaq.com/symbol/rnp
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",25.85,$309.92M,2010,n/a,n/a,http://www.nasdaq.com/symbol/psf
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",13.32,$127.69M,1993,n/a,n/a,http://www.nasdaq.com/symbol/rfi
CNS,Cohn & Steers Inc,41.77,$1.91B,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns
CFX,Colfax Corporation,32.15,$3.95B,2008,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx
CL,Colgate-Palmolive Company,71.66,$63.97B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl
CXE,Colonial High Income Municipal Trust,5.24,$165.08M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,2.41,$50.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,10.34,$119.81M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,4.9599,$140.33M,1987,n/a,n/a,http://www.nasdaq.com/symbol/cmu
CLNY,"Colony Capital, Inc",17.53,$1.98B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clny
CLNY^A,"Colony Capital, Inc",25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^a
CLNY^B,"Colony Capital, Inc",24.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^b
CLNY^C,"Colony Capital, Inc",22.132,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^c
SFR,Colony Starwood Homes,25.1,$2.55B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr
CPGX,"Columbia Pipeline Group, Inc.",25.37,$10.16B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cpgx
CPPL,Columbia Pipeline Partners LP,14.29,$1.44B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cppl
CXP,"Columbia Property Trust, Inc.",21.8,$2.69B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",17.5,$267.31M,2009,n/a,n/a,http://www.nasdaq.com/symbol/stk
CCV,Comcast Corporation,26.5,n/a,2012,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccv
CCZ,Comcast Corporation,50.05,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,41.64,$7.28B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma
CMA.WS,Comerica Incorporated,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cma.ws
FIX,"Comfort Systems USA, Inc.",33.59,$1.25B,1997,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,18.01,$2.06B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",39.49,$1.73B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",19.28,$2.17B,2000,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,18.19,$140.33M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,2.09,$2.63B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,14.61,$471.77M,1997,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,7.22,$4.93B,2002,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),8.09,$2.21B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",22.93,$4.24B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ccu
CODI,Compass Diversified Holdings,16.14,$876.4M,2006,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/codi
CMP,"Compass Minerals International, Inc.",73.81,$2.49B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cmp
CSC,Computer Sciences Corporation,33.07,$4.57B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/csc
CRK,"Comstock Resources, Inc.",0.76,$40.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crk
CAG,"ConAgra Foods, Inc.",45.29,$19.77B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,110.03,$14.23B,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,4.83,$217.09M,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/ccm
CNNX,Cone Midstream Partners LP,13.95,$813.89M,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cnnx
COP,ConocoPhillips,47.06,$58.18B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop
CNX,CONSOL Energy Inc.,13.33,$3.05B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnx
ED,Consolidated Edison Inc,76.01,$22.32B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,157.3,$31.34B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stz.b
CSTM,Constellium N.V.,5.82,$611.26M,2013,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cstm
TCS,Container Store (The),5.83,$279.76M,2013,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tcs
CBPX,"Continental Building Products, Inc.",19.38,$808M,2014,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cbpx
CLR,"Continental Resources, Inc.",36.68,$13.67B,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",21.52,$2.18B,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/vlrs
CVG,Convergys Corporation,27.65,$2.67B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg
COO,"Cooper Companies, Inc. (The)",157.45,$7.62B,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo
CTB,Cooper Tire & Rubber Company,36.53,$2.02B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,76.44,$1.34B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cps
CPA,"Copa Holdings, S.A.",68.88,$2.99B,2005,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,116.87,$4.95B,1995,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/clb
CLGX,"CoreLogic, Inc.",35.96,$3.17B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx
CORR,"CorEnergy Infrastructure Trust, Inc.",20,$239.04M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/corr
CORR^A,"CorEnergy Infrastructure Trust, Inc.",21.3001,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr^a
COR,CoreSite Realty Corporation,72.42,$2.22B,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor
COR^A,CoreSite Realty Corporation,26.2337,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor^a
GLW,Corning Incorporated,20.93,$23.29B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw
GYC,Corporate Asset Backed Corp CABCO,23.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyc
OFC,Corporate Office Properties Trust,26.53,$2.51B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc
OFC^L,Corporate Office Properties Trust,26.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc^l
CXW,Corrections Corporation of America,31.8,$3.73B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw
CZZ,Cosan Limited,5.34,$1.41B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,9.64,$725.4M,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,17.7793,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,17.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,18.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^d
COT,Cott Corporation,13.51,$1.66B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,30,$10.11B,2013,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty
CCSC,"Country Style Cooking Restaurant Chain Co., Ltd.",5.15,$138.96M,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ccsc
CFC^A,Countrywide Financial Corporation,25.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^a
CFC^B,Countrywide Financial Corporation,25.9099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b
CUZ,Cousins Properties Incorporated,10.46,$2.21B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,16.7,$2.17B,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/cva
CPF,CPB Inc.,21.94,$687.29M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,10.93,$5.43B,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl
CR,Crane Company,56.77,$3.31B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,143.11,$11.41B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,15.42,$30.09B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,16.6,$8.4B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,12.65,$873.58M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,29.25,$24.1B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,16.52,$99.12M,1992,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,24.29,$804.26M,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,88.09,$29.4B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,107.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",52.03,$7.26B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",12.77,$415.99M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry
CSRA,CSRA Inc.,27.13,$4.4B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra
CSS,"CSS Industries, Inc.",28.07,$254.77M,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css
CST,"CST Brands, Inc.",38.62,$2.92B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst
CTS,CTS Corporation,16.45,$535.86M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,31.22,$5.49B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube
CUBE^A,CubeSmart,26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cube^a
CUB,Cubic Corporation,41.17,$1.11B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",59.79,$3.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a
CFI,"Culp, Inc.",28.35,$347.3M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/cfi
CMI,Cummins Inc.,117.75,$20.53B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi
CW,Curtiss-Wright Corporation,77.33,$3.44B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),8.05,"$774,144.35 ",2012,n/a,n/a,http://www.nasdaq.com/symbol/srf
SZC,Cushing Renaissance Fund (The),14.72,$89.12M,2012,n/a,n/a,http://www.nasdaq.com/symbol/szc
CUBI,"Customers Bancorp, Inc",25.65,$690.91M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",26.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^d
CUBS,"Customers Bancorp, Inc",26.56,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs
CSI,Cutwater Select Income Fund,19.17,$205.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csi
CVT,"CVENT, INC.",35.25,$1.48B,1987,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvt
CVI,CVR Energy Inc.,24.37,$2.12B,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",7.3,$533.84M,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",11.74,$1.73B,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,103.46,$113.65B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",9.1,$107.72M,2014,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/celp
CYS,"CYS Investments, Inc.",8.4,$1.27B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys
CYS^A,"CYS Investments, Inc.",24.5393,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a
CYS^B,"CYS Investments, Inc.",23.3392,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b
DHI,"D.R. Horton, Inc.",31.28,$11.57B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi
CB,D/B/A Chubb Limited New,122.02,$56.33B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb
DAN,Dana Holding Corporation,14.22,$2.12B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,94.83,$65.16B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,4,$439.13M,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,25.26,$263.55M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",63.19,$8.01B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,13.81,$2.27B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar
DVA,DaVita healthCare Partners Inc.,74.94,$15.45B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva
DPM,"DCP Midstream Partners, LP",32,$3.67B,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dpm
DCT,DCT Industrial Trust Inc,40.4,$3.57B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,17.83,$6.51B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr
DDR^J,DDR Corp.,26.1125,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,26.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,17.28,$1.58B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,58.17,$1.89B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DE,Deere & Company,82.36,$25.97B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,9.3701,$148.64M,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",9.32,$83.57M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",31.2,$757.44M,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",16.14,$1B,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk
DLPH,Delphi Automotive plc,76.77,$21.31B,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",46.87,$36.16B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal
DEL,Deltic Timber Corporation,62.71,$761.89M,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del
DLX,Deluxe Corporation,62.12,$3.04B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx
DMD,Demand Media Inc.,5.9,$119.48M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/dmd
DWRE,"DEMANDWARE, INC.",43.02,$1.62B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/dwre
DNR,Denbury Resources Inc.,3.6,$1.26B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr
DKT,Deutsch Bk Contingent Cap Tr V,25.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt
